2018-10-24 16:53:35.753 |-INFO  [main] org.springframework.context.annotation.AnnotationConfigApplicationContext [590] -| Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@4229bb3f: startup date [Wed Oct 24 16:53:35 CST 2018]; root of context hierarchy
2018-10-24 16:53:36.086 |-INFO  [main] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [154] -| JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-10-24 16:53:36.119 |-INFO  [main] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker [328] -| Bean 'configurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$b5313d31] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-10-24 16:53:36.625 |-INFO  [main] com.sctoc.microserver.train.eureka.EurekaApplication [659] -| No active profile set, falling back to default profiles: default
2018-10-24 16:53:36.641 |-INFO  [main] org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext [590] -| Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@4b6690c0: startup date [Wed Oct 24 16:53:36 CST 2018]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@4229bb3f
2018-10-24 16:53:38.091 |-INFO  [main] org.springframework.cloud.context.scope.GenericScope [294] -| BeanFactory id=a08cd381-f46c-3692-b0d7-3b11d1a6ab87
2018-10-24 16:53:38.110 |-INFO  [main] org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor [154] -| JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2018-10-24 16:53:38.233 |-INFO  [main] org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker [328] -| Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$b5313d31] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-10-24 16:53:38.892 |-INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer [91] -| Tomcat initialized with port(s): 8761 (http)
2018-10-24 16:53:38.909 |-INFO  [main] org.apache.coyote.http11.Http11NioProtocol [180] -| Initializing ProtocolHandler ["http-nio-8761"]
2018-10-24 16:53:38.921 |-INFO  [main] org.apache.catalina.core.StandardService [180] -| Starting service [Tomcat]
2018-10-24 16:53:38.921 |-INFO  [main] org.apache.catalina.core.StandardEngine [180] -| Starting Servlet Engine: Apache Tomcat/8.5.31
